institution,latitude,longitude,is_elite,number_of_authors
"St. Mary's University, Texas",29.45996094,-98.56768799,0,3
St. Michael's Hospital,43.65319824,-79.37750244,0,8
St. Michael's Hospital,43.65319824,-79.37750244,1,2
St. Paul's Hospital,49.2806015,-123.1288681,0,1
St. Peter's Institute of Higher Education and Research,13.10927391,80.11964417,0,2
St. Petersburg Department of Steklov Institute of Mathematics,14.65492535,121.06484985,0,2
St. Petersburg Institute for Informatics and Automation,51.581235,11.92788,0,3
St. Pölten University of Applied Sciences,48.21398926,15.63205433,0,2
St. Vincent's Hospital,45.750918,7.648527,0,1
St. Vincent's Hospital,45.750918,7.648527,1,1
St.Gallen University of Teacher Education,33.4492836,-111.99662018,0,2
St.John's Medical College Hospital,5.130843,-74.1573,0,1
Staats- und Universitätsbibliothek Bremen,53.07498169,8.80708122,0,5
Staats- und Universitätsbibliothek Bremen,53.07498169,8.80708122,1,1
Stadtwerke Straubing (Germany),48.8800621,12.57026768,0,2
Staffordshire University,52.81652451,-2.0039618,0,4
Stanford Health Care,37.42795563,-122.17184448,0,6
Stanford Health Care,37.42795563,-122.17184448,1,2
Stanford Medicine,37.43444061,-122.17610931,0,8
Stanford Medicine,37.43444061,-122.17610931,1,4
Stanford Synchrotron Radiation Lightsource,37.41838837,-122.20097351,0,1
Stanford University,37.42795563,-122.17184448,0,795
Stanford University,37.42795563,-122.17184448,1,351
Stanley Black & Decker (United States),38.51987076,-87.52439117,0,1
Star Medisch Diagnostisch Centrum,48.39510727,19.71086884,0,1
Starlab Barcelona Sl,41.38791656,2.16991878,0,3
Start,32.489006,-91.858376,0,1
State Grid Corporation of China (China),35.611099,140.118558,0,4
State Grid Corporation of China (China),35.611099,140.118558,1,3
State Islamic University Ar-Raniry,-30.3984136,-56.4638078,0,3
State Key Joint Laboratory of Environment Simulation and Pollution Control,40.15261459,-80.21165466,0,1
State Key Joint Laboratory of Environment Simulation and Pollution Control,40.15261459,-80.21165466,1,1
State Key Laboratory of Chemical Engineering,40.15261459,-80.21165466,1,2
State Key Laboratory of Cryptology,40.15261459,-80.21165466,0,3
State Key Laboratory of Cryptology,40.15261459,-80.21165466,1,1
State Key Laboratory of Food Science and Technology,40.15261459,-80.21165466,1,1
State Key Laboratory of Hydrology-Water Resources and Hydraulic Engineering,-20.21509361,169.80557251,0,2
State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing,43.00614548,-123.89269257,0,53
State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing,43.00614548,-123.89269257,1,26
State Key Laboratory of Remote Sensing Science,43.00614548,-123.89269257,0,19
State Key Laboratory of Remote Sensing Science,43.00614548,-123.89269257,1,15
State Key Laboratory of Transducer Technology,-0.2934083,36.01538086,0,8
State Key Laboratory of Transducer Technology,-0.2934083,36.01538086,1,2
State Library of Ohio,40.41553497,-82.70935822,1,1
State Radio Regulation Of China,36.55937195,103.7533493,0,1
State Radio Regulation Of China,36.55937195,103.7533493,1,1
State Scientific Research Institute of Aviation Systems,-37.70576477,145.18823242,0,5
State Space Agency of Ukraine,49.48719788,31.27183151,0,1
State Street (United States),40.2746008,-76.85883975,0,1
State Street (United States),40.2746008,-76.85883975,1,1
State University System of Florida,28.59551239,-82.48734283,1,1
State University of Malang,-7.96146917,112.61782837,0,7
State University of Management,11.57460022,104.91860199,0,1
State University of Medan,3.58524203,98.67559814,0,6
State University of New York,42.68608856,-73.82324982,0,2
State University of New York,42.68608856,-73.82324982,1,2
State University of New York College at Cortland,42.59221268,-76.19865417,0,1
State University of New York College of Optometry,40.75421906,-73.98235321,0,2
State University of New York College of Optometry,40.75421906,-73.98235321,1,1
State University of New York at New Paltz,41.74361038,-74.08388519,0,1
State University of New York at New Paltz,41.74361038,-74.08388519,1,1
State University of New York at Oswego,43.45125961,-76.54221344,0,1
State University of Novi Pazar,43.13635254,20.51122665,0,2
State University of Semarang,-6.97142792,110.42545319,0,1
State and University Library,39.77307129,-86.17201996,0,1
Statistical Service,37.97138977,-91.14582825,0,1
Statistical and Applied Mathematical Sciences Institute,38.38342285,-81.76409912,0,1
Statistical and Applied Mathematical Sciences Institute,38.38342285,-81.76409912,1,1
Statistics Austria,47.58707047,14.14098835,1,3
Statistics Belgium,50.64095688,4.66128588,1,2
Statistics Finland,63.24677658,25.9209156,0,1
Statistics Finland,63.24677658,25.9209156,1,3
Stavanger University Hospital,58.95252991,5.73427248,0,3
Stavanger University Hospital,58.95252991,5.73427248,1,1
Steelcase (United States),39.50357056,-99.01834106,0,2
Steklov Mathematical Institute,38.38342285,-81.76409912,0,1
Stellenbosch University,-33.93243027,18.86763763,0,25
Stellenbosch University,-33.93243027,18.86763763,1,4
Stem-Cell and Brain Research Institute,34.06632614,-118.44441223,0,4
Stem-Cell and Brain Research Institute,34.06632614,-118.44441223,1,2
Stendhal University,45.19100189,5.77400017,0,1
Stennis Space Center,29.54972649,-95.0953598,0,3
Steno Diabetes Center,37.95638275,22.34894562,1,2
Stetson University,29.03557587,-81.30067444,0,1
Stevens Institute of Technology,40.74468994,-74.0255127,0,25
Stevens Institute of Technology,40.74468994,-74.0255127,1,10
Stichting Epilepsie Instellingen Nederland,52.24563217,5.62691021,0,2
Stiftelsen Norsk Luftambulanse,52.33470535,129.90353394,1,1
Stinger Ghaffarian Technologies (United States),39.50357056,-99.01834106,0,4
Stinger Ghaffarian Technologies (United States),39.50357056,-99.01834106,1,1
Stockholm Environment Institute,59.32511902,18.07109261,0,10
Stockholm Resilience Centre,59.32511902,18.07109261,0,9
Stockholm Resilience Centre,59.32511902,18.07109261,1,15
Stockholm School of Economics,59.34161377,18.05691719,0,4
Stockholm School of Economics,59.34161377,18.05691719,1,2
Stockholm University,59.36611176,18.0601387,0,39
Stockholm University,59.36611176,18.0601387,1,18
Stony Brook Medicine,40.90858841,-73.11497498,0,7
Stony Brook Medicine,40.90858841,-73.11497498,1,2
Stony Brook School,40.92552,-73.141304,0,7
Stony Brook School,40.92552,-73.141304,1,1
Stony Brook University,40.90968323,-73.12244415,0,66
Stony Brook University,40.90968323,-73.12244415,1,34
Stony Brook University Hospital,40.90858841,-73.11497498,0,2
Strategic Education Research Partnership,-37.706576,145.187353,0,1
Stri (Sweden),59.67497253,14.52085876,1,1
Stroke Association,54.09367371,-7.7664485,1,1
Structures Formelles du Langage,50.38782883,-4.0187192,0,1
Stuttgart Media University,48.74150085,9.10140038,0,3
Stuttgart Media University,48.74150085,9.10140038,1,1
Sudan University of Science and Technology,15.59894371,32.51274872,0,3
Suez Canal University,30.62277985,32.27500153,0,9
Suez Canal University,30.62277985,32.27500153,1,1
Suez University,29.99780083,32.49840164,0,2
Suffolk University,42.35922241,-71.0617981,0,3
Suffolk University,42.35922241,-71.0617981,1,1
Sukkur IBA University,15.327669,119.976269,0,11
Sul Ross State University,30.35799789,-103.65355682,0,4
Sul Ross State University,30.35799789,-103.65355682,1,1
Sulaimani Polytechnic University,28.14021492,-81.84324646,0,2
Sullivan Nicolaides Pathology,41.6545372,-74.68491364,0,1
Sultan Agung Islamic University,23.72120094,89.15039825,0,1
Sultan Idris Education University,3.68542004,101.52458191,0,14
Sultan Idris Education University,3.68542004,101.52458191,1,5
Sultan Qaboos University,23.59120369,58.17171478,0,4
Sultan Qaboos University Hospital,23.59120369,58.17171478,0,1
Sultan Zainal Abidin University,47.86738205,-121.80986786,0,4
Sumitomo Dainippon Pharma (Japan),36.65415573,137.9765625,0,3
Sumitomo Dainippon Pharma (Japan),36.65415573,137.9765625,1,1
Sun Yat-sen Memorial Hospital,25.04000092,121.55999756,0,3
Sun Yat-sen Memorial Hospital,25.04000092,121.55999756,1,1
Sun Yat-sen University,14.47506046,-14.45296097,0,209
Sun Yat-sen University,14.47506046,-14.45296097,1,79
Sun Yat-sen University Cancer Center,39.99557877,-83.01638794,0,2
Sun Yat-sen University Cancer Center,39.99557877,-83.01638794,1,1
SunEdison (United States),39.50357056,-99.01834106,0,1
Sunchon National University,14.60436058,120.99435425,0,1
Sunchon National University,14.60436058,120.99435425,1,1
Sungkyul University,25.13563347,85.4458313,0,1
Sungkyul University,25.13563347,85.4458313,1,1
Sungkyunkwan University,37.58721924,126.99417114,0,41
Sungkyunkwan University,37.58721924,126.99417114,1,10
Sungshin Women's University,37.59130096,127.02210236,0,2
Sungshin Women's University,37.59130096,127.02210236,1,2
Sunnaas sykehus,59.83515549,10.6406374,0,1
Sunnybrook Health Science Centre,31.795288,-94.1803,0,9
Sunnybrook Health Science Centre,31.795288,-94.1803,1,9
Sunnybrook Hospital,43.72269821,-79.37469482,0,1
Sunnybrook Hospital,43.72269821,-79.37469482,1,1
Sunway University,3.06803894,101.60388947,0,1
Sunway University,3.06803894,101.60388947,1,1
Sunyani Technical University,7.31937647,-2.31881499,0,1
Supercomputing Systems (Switzerland),46.80123901,8.23096466,0,3
Supélec,48.70861816,2.16389394,0,9
Supélec,48.70861816,2.16389394,1,4
Sur University College,51.52430344,-0.1332151,0,1
Suranaree University of Technology,14.88278961,102.01438141,0,1
Suratthani Cancer Hospital,39.07904816,117.18425751,0,1
Surface du Verre et Interfaces,39.67893982,-104.9624176,0,1
Surrey and Borders Partnership NHS Foundation Trust,51.29335403,-0.4412885,0,4
Sussex Partnership NHS Foundation Trust,50.92706299,-0.41932809,1,2
Sutter Health,39.15990448,-121.74893951,0,2
Sutter Health,39.15990448,-121.74893951,1,1
Sutter Medical Center,38.57078171,-121.46955109,1,1
Suzhou Institute of Biomedical Engineering and Technology,31.29903984,120.58530426,0,3
Suzhou Institute of Nano-tech and Nano-bionics,31.29903984,120.58530426,0,1
Suzhou Institute of Nano-tech and Nano-bionics,31.29903984,120.58530426,1,1
Suzhou Research Institute,31.29903984,120.58530426,1,1
Suzhou University of Science and Technology,40.945847,40.266544,0,3
Svendborg Sygehus,55.06635284,10.60764408,0,1
Swami Keshwanand Rajasthan Agricultural University,28.09750557,73.35276794,0,1
Swansea University,51.60929108,-3.97966409,0,32
Swansea University,51.60929108,-3.97966409,1,22
Swarthmore College,39.90446854,-75.35543823,0,10
Swarthmore College,39.90446854,-75.35543823,1,1
Swedish Defence Research Agency,39.6594429,-94.74984741,0,1
Swedish Defence University,59.3490715,18.06914139,0,2
Swedish Institute,44.95471954,-93.26599121,0,3
Swedish Meteorological and Hydrological Institute,38.38342285,-81.76409912,0,8
Swedish Meteorological and Hydrological Institute,38.38342285,-81.76409912,1,1
Swedish Museum of Natural History,59.36904526,18.05400276,0,1
Swedish Museum of Natural History,59.36904526,18.05400276,1,1
Swedish National Road and Transport Research Institute,40.02694321,-81.50250244,0,3
Swedish Orphan Biovitrum (Sweden),59.67497253,14.52085876,0,3
Swedish School of Sport and Health Sciences,42.96033478,-81.22541046,0,1
Swedish University of Agricultural Sciences,40.945847,40.266544,0,16
Swedish University of Agricultural Sciences,40.945847,40.266544,1,8
Swedish e-Science Research Centre,34.15884399,-85.66727448,0,1
Swinburne University of Technology,-37.82052612,145.03851318,0,39
Swinburne University of Technology,-37.82052612,145.03851318,1,23
Swinburne University of Technology Sarawak Campus,1.5320437,110.35725403,0,1
Swiss Center for Electronics and Microtechnology (Switzerland),46.80123901,8.23096466,0,4
Swiss Data Science Center,46.80123901,8.23096466,0,1
Swiss Epilepsy Center,46.80123901,8.23096466,1,1
"Swiss Federal Institute for Forest, Snow and Landscape Research",47.36040115,8.45489979,0,11
"Swiss Federal Institute for Forest, Snow and Landscape Research",47.36040115,8.45489979,1,3
Swiss Federal Institute of Aquatic Science and Technology,46.80123901,8.23096466,0,13
Swiss Federal Institute of Aquatic Science and Technology,46.80123901,8.23096466,1,4
Swiss Federal Laboratories for Materials Science and Technology,46.80123901,8.23096466,0,9
Swiss Federal Laboratories for Materials Science and Technology,46.80123901,8.23096466,1,1
Swiss Federal Nuclear Safety Inspectorate,46.80123901,8.23096466,0,1
Swiss Finance Institute,46.80123901,8.23096466,0,1
Swiss Finance Institute,46.80123901,8.23096466,1,1
Swiss Integrative Center for Human Health,46.80123901,8.23096466,0,2
Swiss National Science Foundation,46.94608307,7.43722105,1,1
Swiss Ornithological Institute,46.80123901,8.23096466,0,3
Swiss Ornithological Institute,46.80123901,8.23096466,1,2
Swiss Re (Switzerland),46.80123901,8.23096466,0,1
Swiss School of Public Health,46.80123901,8.23096466,0,1
Swiss Tropical and Public Health Institute,46.80123901,8.23096466,0,2
Swiss Tropical and Public Health Institute,46.80123901,8.23096466,1,7
Swisscom (Switzerland),46.80123901,8.23096466,0,4
Sydney Institute of Marine Science,44.446568,-69.739815,0,1
Sydney Water,-33.87319946,151.20959473,0,1
Syiah Kuala University,38.544332,28.644746,0,5
Sylvia Lawry Centre for Multiple Sclerosis Research,34.15884399,-85.66727448,0,1
Sylvia Lawry Centre for Multiple Sclerosis Research,34.15884399,-85.66727448,1,1
Symbiosis International University,37.663947,68.8332062,0,6
Symbiosis International University,37.663947,68.8332062,1,1
SynTouch (United States),39.50357056,-99.01834106,1,1
Synergetics (Belgium),50.64095688,4.66128588,0,1
Synergy University,25.13563347,85.4458313,0,1
Syngenta (Netherlands),52.24563217,5.62691021,0,3
Synlogic (United States),39.50357056,-99.01834106,0,1
Synthetic Genomics (United States),39.50357056,-99.01834106,1,1
Syracuse University,43.03820419,-76.13464355,0,42
Syracuse University,43.03820419,-76.13464355,1,16
Sysmex (Japan),36.65415573,137.9765625,0,2
System Equipment (China),36.55937195,103.7533493,0,4
System Simulation (United Kingdom),53.9438324,-2.55056405,0,1
Systems Research Institute,38.38342285,-81.76409912,0,2
Systems Research Institute,38.38342285,-81.76409912,1,2
Systems Technology (United States),39.50357056,-99.01834106,0,3
Systems and Technology Research (United States),39.50357056,-99.01834106,0,2
"Systems, Applications & Products in Data Processing (Germany)",51.09198761,10.38080788,0,2
"Systems, Applications, and Products in Data Processing (Russia)",64.68630981,97.74530792,0,1
Systèmes d'Information à Référence Spatiale (France),46.62480927,2.45837498,0,1
Széchenyi István University,47.69421387,17.62728691,0,4
Södertörn University,59.21923828,17.94309235,0,4
Süleyman Demirel University,37.82920074,30.52630043,0,9
TCL (China),36.55937195,103.7533493,1,1
TERI University,28.54436684,77.14841461,0,1
TERI University,28.54436684,77.14841461,1,1
TH Bingen University of Applied Sciences,50.32500076,11.93999958,0,1
TH Köln - University of Applied Sciences,50.93444443,6.98830223,0,3
TOBB University of Economics and Technology,52.40634918,16.91832733,0,4
TRW Automotive (Germany),51.09198761,10.38080788,0,1
TU Bergakademie Freiberg,50.92476273,13.33382797,0,5
TU Bergakademie Freiberg,50.92476273,13.33382797,1,2
TU Dortmund University,51.48391342,7.4129591,0,50
TU Dortmund University,51.48391342,7.4129591,1,9
TU Dresden,51.02806091,13.72667027,0,48
TU Dresden,51.02806091,13.72667027,1,12
TU Wien,48.19889069,16.37000084,0,60
TU Wien,48.19889069,16.37000084,1,12
TUBITAK BILGEM,7.0187379,15.6421898,0,5
Tableau Software (United States),39.50357056,-99.01834106,0,5
Tabriz University of Medical Sciences,38.05842972,46.32492065,0,4
Tabriz University of Medical Sciences,38.05842972,46.32492065,1,1
